Rank   | Player                               |      Elo | Games
6257   | Frederico "The Kid" Carabineiro      |   1524.3 | 5
6258   | Martyn Green                         |   1524.3 | 10
6259   | Grayson Robinson                     |   1524.3 | 7
6260   | Ethan Brem                           |   1524.3 | 6
6261   | Ryan Wienke                          |   1524.3 | 10
6262   | Jan De Coster                        |   1524.2 | 5
6263   | Ben Krueger                          |   1524.2 | 3
6264   | Dustin Doughty                       |   1524.2 | 12
6265   | Kimberly Schilling                   |   1524.2 | 7
6266   | Estibaliz Canto                      |   1524.2 | 10
6267   | Swim Shady                           |   1524.2 | 5
6268   | Peter Czerwinski                     |   1524.2 | 5
6269   | Luca Kordbache                       |   1524.2 | 51
6270   | Grzegorz Hellich                     |   1524.2 | 5
6271   | Han Gallegos                         |   1524.2 | 10
6272   | Henry Rogers                         |   1524.2 | 15
6273   | Malekit Seba                         |   1524.2 | 5
6274   | Denis Silin                          |   1524.2 | 10
6275   | Aidan Milne                          |   1524.2 | 48
6276   | Conon Pinch                          |   1524.1 | 9
6277   | Ross B                               |   1524.1 | 10
6278   | Tyson Villa                          |   1524.1 | 19
6279   | Milán Józing                         |   1524.1 | 20
6280   | Andreas Kotsch                       |   1524.1 | 11
6281   | Dara Meehan                          |   1524.1 | 31
6282   | Tom May                              |   1524.1 | 11
6283   | Jake Campbell                        |   1524.1 | 15
6284   | Josh England                         |   1524.1 | 37
6285   | AJ McBlain                           |   1524.1 | 8
6286   | Brandon Harris                       |   1524.1 | 10
6287   | Aaron Moore                          |   1524.1 | 5
6288   | Joshua Rizzo                         |   1524.1 | 5
6289   | Raul Garay                           |   1524.1 | 11
6290   | Ben Taylor                           |   1524.1 | 15
6291   | Lachlan 'Fucks2Soli' Rigg            |   1524.1 | 7
6292   | Jacob Goldsney                       |   1524.1 | 10
6293   | Cristian Bayona                      |   1524.1 | 10
6294   | Petter Nordhus                       |   1524.1 | 12
6295   | Johan Røikjer                        |   1524.1 | 14
6296   | Dylan Downey                         |   1524.1 | 29
6297   | Ian Muggli                           |   1524.1 | 15
6298   | Matthew Hudson                       |   1524.1 | 11
6299   | Erik Jahnsen                         |   1524.1 | 6
6300   | Konstantin "maybe" Tarasov           |   1524.1 | 5
6301   | Nik Bell                             |   1524.0 | 6
6302   | Nathaniel Chizmar                    |   1524.0 | 28
6303   | Martin Freeman                       |   1524.0 | 65
6304   | Thije Prins                          |   1524.0 | 24
6305   | Salvador Dueñas                      |   1524.0 | 10
6306   | Niels Bernheiden                     |   1524.0 | 6
6307   | Sage Henderson                       |   1524.0 | 11
6308   | Adrijano Ilic                        |   1524.0 | 10
6309   | Liam Van Sichelen Logé               |   1524.0 | 6
6310   | Thomas White                         |   1524.0 | 15
6311   | James Marriott                       |   1524.0 | 26
6312   | Andy T                               |   1524.0 | 15
6313   | Inge Marcussen                       |   1524.0 | 49
6314   | Colin Sankey                         |   1524.0 | 10
6315   | James Koch                           |   1524.0 | 10
6316   | Robin Julian                         |   1523.9 | 9
6317   | Sam Bodger                           |   1523.9 | 15
6318   | Ryan Lyons                           |   1523.9 | 10
6319   | Nickolas Barton                      |   1523.9 | 5
6320   | Gatakoo El michi                     |   1523.9 | 11
6321   | Christian Carmines                   |   1523.9 | 35
6322   | Yushun Xu                            |   1523.9 | 12
6323   | Gabriele Gunnellini                  |   1523.9 | 5
6324   | Maxim “Pain 98" Pain                 |   1523.9 | 5
6325   | Daryle Aragon                        |   1523.9 | 28
6326   | Michael Lynch                        |   1523.9 | 12
6327   | Andrew Mudd                          |   1523.9 | 5
6328   | Callum Strachan                      |   1523.9 | 19
6329   | Liam Macindoe                        |   1523.9 | 26
6330   | Joseph Sanchez                       |   1523.9 | 11
6331   | Moli JL                              |   1523.9 | 5
6332   | Oscar Luckin                         |   1523.8 | 16
6333   | Adam Ryther                          |   1523.8 | 18
6334   | A. Lee                               |   1523.8 | 6
6335   | Warren Deeley                        |   1523.8 | 10
6336   | Daniel Cordova                       |   1523.8 | 35
6337   | John Oates                           |   1523.8 | 20
6338   | Duncan Rogers                        |   1523.8 | 15
6339   | Marc Roberts                         |   1523.8 | 25
6340   | Battle Jesus                         |   1523.8 | 5
6341   | Mattia MATTARELLONE Lab              |   1523.8 | 5
6342   | Ryan Mead                            |   1523.8 | 62
6343   | Matt Duncombe                        |   1523.8 | 30
6344   | tyler jacinto                        |   1523.8 | 18
6345   | Linus Karlsson                       |   1523.8 | 25
6346   | allan thierry                        |   1523.8 | 6
6347   | Jarom Burr                           |   1523.8 | 11
6348   | josh burns                           |   1523.8 | 19
6349   | Jake Walker                          |   1523.8 | 45
6350   | Tyler Barg                           |   1523.8 | 9
6351   | Dan Ahern                            |   1523.7 | 29
6352   | Jose Antonio Migueles                |   1523.7 | 5
6353   | Daniel Green                         |   1523.7 | 24
6354   | Jon-mark Plummer                     |   1523.7 | 8
6355   | Karl Arvidsson                       |   1523.7 | 35
6356   | Andre Hellmann                       |   1523.7 | 28
6357   | Elliott Underhile                    |   1523.7 | 6
6358   | James Colquhoun                      |   1523.7 | 10
6359   | Damian Backaus                       |   1523.7 | 5
6360   | Bea Blackmore                        |   1523.7 | 5
6361   | Kiri Kiri                            |   1523.7 | 10
6362   | Shane Mcaree                         |   1523.7 | 20
6363   | Phillip "Fill" Larin                 |   1523.7 | 5
6364   | Nathan Bailey                        |   1523.7 | 24
6365   | Timothy Crowley                      |   1523.7 | 24
6366   | Andrew Marlow                        |   1523.7 | 15
6367   | Clément Riu                          |   1523.7 | 8
6368   | Keegan Marshall                      |   1523.7 | 18
6369   | Javo .                               |   1523.7 | 11
6370   | Alexander Macaree                    |   1523.6 | 20
6371   | David "Mago" Clemente                |   1523.6 | 11
6372   | David Sagüés                         |   1523.6 | 10
6373   | connor tizzard                       |   1523.6 | 15
6374   | Imam Asfi                            |   1523.6 | 5
6375   | Jackson Barnard                      |   1523.6 | 19
6376   | Myles Scott                          |   1523.6 | 20
6377   | Clinton Wagoner                      |   1523.6 | 5
6378   | Kyle "Soft Clock" Smith              |   1523.6 | 5
6379   | Toni Ardanuy                         |   1523.6 | 5
6380   | Roel Reyes                           |   1523.6 | 15
6381   | Callan Henry                         |   1523.6 | 32
6382   | Levente "KisJoker" Bara              |   1523.6 | 17
6383   | Vlad Velica                          |   1523.5 | 60
6384   | Juan Topete                          |   1523.5 | 16
6385   | Anton Lukkarinen                     |   1523.5 | 25
6386   | Green Crow HIN - 109                 |   1523.5 | 5
6387   | Owen Jaecker                         |   1523.5 | 37
6388   | Daniel Ryden                         |   1523.5 | 25
6389   | Adri Bispe                           |   1523.5 | 10
6390   | Benjamin Crowe                       |   1523.5 | 16
6391   | Ben Marshall                         |   1523.5 | 7
6392   | Tyler Bell                           |   1523.5 | 5
6393   | Chris Aadland                        |   1523.5 | 16
6394   | Julien boissonneault                 |   1523.5 | 26
6395   | Cyril Guipet                         |   1523.5 | 11
6396   | Doug Lewis                           |   1523.5 | 6
6397   | Gato Aventuras                       |   1523.5 | 16
6398   | steven heitmeyer                     |   1523.5 | 14
6399   | Marius Coenen                        |   1523.5 | 5
6400   | Dallas Nash                          |   1523.4 | 20
6401   | Morphi _333                          |   1523.4 | 3
6402   | Ross Nelson                          |   1523.4 | 17
6403   | Ethan Prince                         |   1523.4 | 16
6404   | Jordan G                             |   1523.4 | 11
6405   | Craig Johnston                       |   1523.4 | 10
6406   | Harry Barden                         |   1523.4 | 18
6407   | michael Coates                       |   1523.4 | 58
6408   | Leon  Hoey                           |   1523.4 | 6
6409   | Jack Buchanan                        |   1523.4 | 17
6410   | San Justo ⚜️                         |   1523.4 | 20
6411   | Lukas Klinge                         |   1523.3 | 26
6412   | Daniel Patrício                      |   1523.3 | 29
6413   | Carl Novak                           |   1523.3 | 52
6414   | Maxim "Krinmar" Kim - 462            |   1523.3 | 5
6415   | Jeff Villacres                       |   1523.3 | 17
6416   | Borja Manzano                        |   1523.3 | 6
6417   | Calum Smith                          |   1523.3 | 16
6418   | Steven Toenjes                       |   1523.3 | 12
6419   | Charles Boyle                        |   1523.3 | 26
6420   | Mike Canaday                         |   1523.3 | 23
6421   | Iskander Bond                        |   1523.3 | 24
6422   | Jim O Callaghan                      |   1523.3 | 10
6423   | konnor collins                       |   1523.3 | 5
6424   | Gordon Foss Langøy                   |   1523.3 | 6
6425   | Victoria Geldchen                    |   1523.2 | 9
6426   | Simon Mogensen                       |   1523.2 | 15
